"","Location","Station.Name","State","TimeZone","DayTimeSaving","Latitude","Longitude","Elevation","City"
"1559","KGCD","Grant County Regional Airport/Ogilvie Field","OR","P","y",44.4029,-118.968,3703,NA
"1560","KHIO","Portland/Hillsboro","OR","P","y",45.54,-122.95,203.412,NA
"1561","KHRI","Hermiston (was S22)","OR","P","y",45.826,-119.261,639.764,NA
"1562","KJNW","Newport","OR","P","y",44.583,-124.067,157.48,NA
"1563","KLGD","La Grande (awos)","OR","P","y",45.283,-118,2712.93,NA
"1564","KLKV","Lakeview (awos)","OR","P","y",42.19,-120.35,4727.69,NA
"1565","KLMT","Klamath Falls/Kings","OR","P","y",42.16,-121.73,4083.99,NA
"1566","KMEH","Meacham (amos)","OR","P","y",45.51,-118.4,3723.1,NA
"1567","KMFR","Medford/Jackson Co.","OR","P","y",42.38,-122.87,1299.87,"Medford"
"1568","KMMV","Mcminnville Municipal Airport","OR","P","y",45.19,-123.14,167.323,NA
"1569","KONO","Ontario Municipal","OR","M","y",44.02,-117.01,2189.96,NA
"1570","KONP","Newport Municip","OR","P","y",44.58,-124.05,140.092,NA
"1571","KOTH","North Bend (awos)","OR","P","y",43.43,-124.25,5.906,"North Bend"
"1572","KPDT","Pendleton Municipal","OR","P","y",45.69,-118.85,1493.11,NA
"1573","KPDX","Portland Intl Arpt","OR","P","y",45.58,-122.6,39.042,"Portland"
"1574","KRBG","Roseburg Municipal","OR","P","y",43.23,-123.35,524.934,NA
"1575","KRDM","Redmond (awos)","OR","P","y",44.28,-121.15,3050.85,"Redmond"
"1576","KREO","Rome","OR","M","y",42.58,-117.89,4049.87,NA
"1577","KS47","Tillamook Municipal Airport","OR","P","y",45.417,-123.817,36.089,NA
"1578","KSLE","Salem/Mcnary","OR","P","y",44.93,-123.02,200.131,NA
"1579","KSPB","Scappoose Industrial Apk (1s4)","OR","P","y",45.769,-122.862,52.493,NA
"1580","KSXT","Sexton Summit(amos)","OR","P","y",42.62,-123.37,3832.02,NA
"1581","KTTD","Portland/Troutdale","OR","P","y",45.55,-122.4,36.089,NA
"1582","KUAO","Aurora State","OR","P","y",45.25,-122.77,196.85,NA
"1583","KABE","Allentown Lehigh Valley International Airport","PA","E","y",40.66,-75.43,390.092,"Allentown"
"1584","KAFJ","Washington Automatic Weather Observing / Reporting","PA","E","y",40.14,-80.29,1184.38,NA
"1585","KAGC","Pittsburgh, Allegheny County Airport","PA","E","y",40.36,-79.94,1248.03,NA
"1586","KAOO","Altoona-Blair County Airport","PA","E","y",40.3,-78.32,1479.99,NA
"1587","KAVP","Wilkes-Barre / Scranton Intl Airport","PA","E","y",41.33,-75.73,930.118,"Wilkes-Barre"
"1588","KBFD","Bradford Regional Airport","PA","E","y",41.8,-78.64,2117.13,NA
"1589","KBTP","Butler County Automatic Weather Observing / Report","PA","E","y",40.79,-79.95,1246.72,NA
"1590","KBVI","Beaver Falls Airport","PA","E","y",40.76,-80.33,1253.28,NA
"1591","KCXY","Harrisburg, Capital City Airport","PA","E","y",40.23,-76.85,348.097,NA
"1592","KDUJ","DuBois Regional Airport","PA","E","y",41.19,-78.9,1813.98,NA
"1593","KDYL","Doylestown Airport","PA","E","y",40.33,-75.12,393.701,NA
"1594","KERI","Erie International Airport","PA","E","y",42.08,-80.18,729.987,"Erie"
"1595","KFIG","Clearfield-Lawrence Airport","PA","E","y",41.047,-78.412,1515.75,NA
"1596","KFKL","Franklin Automatic Weather Observing / Reporting","PA","E","y",41.39,-79.87,1541.99,NA
"1597","KGKJ","Port Meadville Airport","PA","E","y",41.62,-80.21,1400.92,NA
"1598","KIDI","Indiana / Stewart Field","PA","E","y",40.63,-79.1,1407.48,NA
"1599","KIPT","Williamsport-Lycoming County Airport","PA","E","y",41.26,-76.92,520.013,"Williamsport"
"1600","KJST","Johnstown-Cambria County Airport","PA","E","y",40.33,-78.83,2279.86,NA
"1601","KLBE","Latrobe/Westmoreland","PA","E","y",40.29,-79.4,1213.91,"Latrobe"
"1602","KLNS","Lancaster Airport","PA","E","y",40.12,-76.3,413.386,NA
"1603","KLOM","Wings Field Airport","PA","E","y",40.138,-75.265,301.837,NA
"1604","KMDT","Harrisburg International Airport","PA","E","y",40.21,-76.77,303.15,"Harrisburg"
"1605","KMPO","Pocono Mountains Municipal Airport","PA","C","y",41.14,-75.38,1916.01,NA
"1606","KMUI","Muir Army Air Field / Indiantown","PA","E","y",40.44,-76.57,501.969,NA
"1607","KNXX","Willow Grove, Naval Air Station","PA","E","y",40.19,-75.13,334.974,NA
"1608","KPHL","Philadelphia International Airport","PA","E","y",39.87,-75.23,4.921,"Philadelphia"
"1609","KPIT","Pittsburgh International Airport","PA","E","y",40.51,-80.22,1149.93,"Pittsburgh"
"1610","KPNE","Northeast Philadelphia Airport","PA","E","y",40.09,-75.02,100.066,NA
"1611","KPTW","Pottstown Limerick Airport","PA","E","y",40.24,-75.56,291.995,NA
"1612","KRDG","Reading Regional/Carl A. Spaatz Field Airport","PA","E","y",40.39,-75.97,340.879,NA
"1613","KRYT","Krout Airport","PA","E","y",0,0,NA,NA
"1614","KSEG","Selinsgrove, Penn Valley Airport","PA","E","y",40.82,-76.86,443.898,NA
"1615","KTHV","York Airport","PA","E","y",39.92,-76.87,472.441,NA
"1616","KUCP","New Castle Municipal Airport","PA","E","Y",41.0254,-80.4134,1070,NA
"1617","KUKT","Quakertown Airport","PA","E","y",40.435,-75.382,524.934,NA
"1618","KUNV","State College","PA","E","y",40.86,-77.83,1240.16,"State College"
"1619","NTAA","Tahiti-Faaa","PF","H","n",-17.55,-149.617,9.843,NA
"1620","TDPD","Melville Hall Airport","PR","A","n",15.533,-61.3,45.932,NA
"1621","TFFR","La Raizet Guadeloupe","PR","A","n",16.267,-61.6,26.247,NA
"1622","TJBQ","Aquadilla (Boriquen)","PR","A","n",18.5,-67.13,236.22,"Aguadilla"
"1623","TJMZ","Mayaguez","PR","A","n",18.27,-67.15,29.528,NA
"1624","TJNR","Roosevelt Roads Naval Station","PR","A","n",18.25,-65.633,38.058,NA
"1625","TJPS","Ponce","PR","A","n",18.02,-66.57,26.247,"Ponce"
"1626","TJSJ","Luis Muñoz Marín International Airport","PR","A","n",18.43,-66,8.858,"San Juan / Carolina"
"1627","TNCB","Bonaire/Flamingo","PR","A","n",12.15,-68.283,22.966,NA
"1628","TNCC","Curacao/Aeropuerto Hato","PR","A","n",12.2,-68.967,29.528,NA
"1629","TNCE","St. Eustatius/F.D.Roosevelt","PR","A","n",17.483,-62.983,131.234,NA
"1630","TNCM","St. Maarten/Princess Juliana","PR","A","n",18.033,-63.117,13.123,NA
"1631","TXKF","Burmuda","PR","A","n",32.367,-64.683,20.013,NA
"1632","PTKR","Koror","PW","U","n",7.27,134.45,98.425,NA
"1633","PTRO","Babelthuap/Koror","PW","U","n",7.33,134.48,94.16,NA
"1634","KBID","Block Island Automatic Weather Observing / Report","RI","E","y",41.18,-71.58,108.268,"Block Island"
"1635","KOQU","North Kingstown/Quonset State","RI","E","y",41.61,-71.42,19.685,NA
"1636","KPVD","Providence, Green State Airport","RI","E","y",41.73,-71.43,65.945,"Providence"
"1637","KSFZ","Smithfield","RI","E","y",41.91,-71.4,439.633,NA
"1638","KUUU","Newport State Airport","RI","E","y",41.54,-71.28,170.604,NA
"1639","KWST","Westerly State Airport","RI","E","y",41.35,-71.8,78.74,"Westerly"
"1640","KAND","Anderson County Airport","SC","E","y",34.51,-82.72,759.843,NA
"1641","KCAE","Columbia Metropolitan Airport","SC","E","y",33.96,-81.12,212.927,"Columbia"
"1642","KCEU","Clemson-Oconee County Airport","SC","E","y",34.667,-82.867,889.108,NA
"1643","KCHS","Charleston Air Force Base","SC","E","y",32.91,-80.03,59.055,"Charleston"
"1644","KCKI","Williamsburg Regional Airport","SC","E","y",33.7172,-79.857,67,NA
"1645","KCRE","North Myrtle Beach, Grand Strand Airport","SC","E","y",33.81,-78.72,33.136,NA
"1646","KCUB","Jim Hamilton-L.B.Owens Airport","SC","E","y",33.99,-81,211.942,NA
"1647","KDYB","Summerville Airport","SC","E","Y",33.0634,-80.2793,56,NA
"1648","KFLO","Florence Regional Airport","SC","E","y",34.19,-79.72,145.997,"Florence"
"1649","KGGE","Georgetown County Airport","SC","E","y",33.3114,-79.3203,40,NA
"1650","KGMU","Greenville Downtown Airport","SC","E","y",34.85,-82.35,1047.9,NA
"1651","KGRD","Greenwood County Airport","SC","E","y",34.233,-82.15,629.921,NA
"1652","KGSP","Greer, Greenville-Spartanburg Airport","SC","E","y",34.91,-82.22,957.021,"Greenville"
"1653","KGYH","Donaldson Center Airport","SC","E","y",34.75,-82.367,954.724,NA
"1654","KHVS","Hartsville Regional Airport","SC","E","Y",34.4031,-80.1192,364,NA
"1655","KHXD","Hilton Head Airport","SC","E","y",32.232,-80.7,0,"Hilton Head"
"1656","KHYW","Conway-Horry County Airport","SC","E","y",33.8285,-79.1222,35,NA
"1657","KMAO","Marion County Airport","SC","E","y",34.1812,-79.3347,92,NA
"1658","KMMT","McEntire Air National Guard Weather Facility Base","SC","E","y",33.93,-80.8,243.11,NA
"1659","KMYR","Myrtle Beach International Airport","SC","E","y",33.69,-78.93,25.919,"Myrtle Beach"
"1660","KNBC","Beaufort, Marine Corps Air Station","SC","E","y",32.48,-80.72,48.885,NA
"1661","KOGB","Orangeburg Municipal Airport","SC","E","y",33.47,-80.85,196.85,NA
"1662","KSSC","Shaw Air Force Base","SC","E","y",33.98,-80.47,243.11,NA
"1663","KUDG","Darlington County Jetport Airport","SC","E","y",34.45,-79.883,193.57,NA
"1664","KUZA","Rock Hill - York County Airport","SC","E","y",34.984,-81.056,669.291,NA
"1665","K2WX","Buffalo","SD","M","y",45.57,-103.53,2890.42,NA
"1666","K8D3","Sisseton Municipal Airport","SD","C","y",45.67,-97,1161.42,NA
"1667","K9V9","Chamberlain Municipal Airport","SD","C","y",43.8,-99.32,1738.84,NA
"1668","KABR","Aberdeen Regional Airport","SD","C","y",45.46,-98.43,1306.1,"Aberdeen"
"1669","KATY","Watertown Municipal Airport","SD","C","y",44.92,-97.16,1746.06,"Watertown"
"1670","KBKX","Brookings Automatic Weather Observing / Reporting","SD","C","y",44.3,-96.8,1646.98,NA
"1671","KCUT","Custer County Airport","SD","M","y",43.733,-103.618,5600.39,NA
"1672","KD07","Faith","SD","M","y",45.04,-102.02,2582.02,NA
"1673","KEFC","Belle Fourche Municipal Airport","SD","M","y",44.71,-103.8,269.029,NA
"1674","KFSD","Sioux Falls, Foss Field","SD","C","y",43.59,-96.74,1434.06,"Sioux Falls"
"1675","KHON","Huron Regional Airport","SD","C","y",44.39,-98.22,1280.84,NA
"1676","KICR","Winner Regional Airport","SD","C","y",43.38,-99.85,2040.68,NA
"1677","KIEN","Pine Ridge Airport","SD","M","y",43.01,-102.51,3330.05,NA
"1678","KMBG","Mobridge Municipal Airport","SD","C","y",45.55,-100.41,1666.67,NA
"1679","KMDS","Madison Municipal Airport","SD","C","y",44.0164,-97.0856,1718,NA
"1680","KMHE","Mitchell Municipal Airport","SD","C","y",43.77,-98.04,1302.49,NA
"1681","KPHP","Philip Airport","SD","M","y",44.05,-101.6,2208,NA
"1682","KPIR","Pierre Regional Airport","SD","C","y",44.39,-100.28,1723.1,"Pierre"
"1683","KRAP","Rapid City Regional Airport","SD","M","y",44.05,-103.07,3160.1,"Rapid City"
"1684","KRCA","Ellsworth Air Force Base","SD","M","y",44.15,-103.1,3214.9,NA
"1685","KSPF","Black Hills Airport-Clyde Ice Field","SD","M","y",44.4803,-103.783,3931,NA
"1686","KYKN","Yankton Automatic Weather Observing/Reporting Sys","SD","C","y",42.92,-97.38,1338.58,NA
"1687","KBNA","Nashville International Airport","TN","C","y",36.12,-86.68,581.037,"Nashville"
"1688","KCHA","Chattanooga, Lovell Field","TN","E","y",35.04,-85.2,688.976,"Chattanooga"
"1689","KCKV","Outlaw Field Airport","TN","C","y",36.6219,-87.4149,550,NA
"1690","KCSV","Crossville Memorial-Whitson Field Airport","TN","C","y",35.96,-85.08,1867.13,NA
"1691","KDYR","Dyersburg Automatic Weather Observing / Reporting","TN","C","y",36.03,-89.4,336.942,NA
"1692","KMEM","Memphis International Airport","TN","C","y",35.04,-89.98,282.152,"Memphis"
"1693","KMKL","Jackson, McKellar-Sipes Regional Airport","TN","C","y",35.61,-88.92,433.071,NA
"1694","KMQY","Smyrna","TN","C","y",36.01,-86.5,557.743,NA
"1695","KMRX","Morristown Nexrad","TN","E","y",36.167,-83.4,1433.73,NA
"1696","KNQA","Millington Municipal Airport","TN","C","y",35.36,-89.87,294.948,NA
"1697","KOQT","Oak Ridge","TN","E","y",36.02,-84.23,910.105,NA
"1698","KTRI","Tri-Cities Airport","TN","E","y",36.48,-82.4,1500,"Tri-Cities"
"1699","KTYS","Knoxville, McGhee Tyson Airport","TN","E","y",35.81,-83.98,961.942,"Knoxville"
"1700","NFTF","Fau Amotu","TO","T","n",-21.233,-175.15,134.514,NA
"1701","NFTV","Vavu International","TO","T","n",-18.583,-173.95,242.782,NA
"1702","TTCP","Crown Pt./Scarborou","TT","A","n",11.15,-60.833,36.089,NA
"1703","TTPP","Piarco Intl Airport/Trinidad","TT","A","n",10.617,-61.35,49.213,NA
"1704","NGFU","Funafuti","TV","R","n",-8.533,179.217,6.89,NA
"1705","K0F2","Bowie Municipal Airport","TX","C","y",33.6017,-97.7756,1101,NA
"1706","K11R","Brenham Municipal Airport","TX","C","y",30.219,-96.374,308.399,NA
"1707","K2R8","Mustang Beach Airport","TX","C","y",27.817,-97.083,6.562,NA
"1708","K3R0","Beeville Municipal Airport","TX","C","y",28.36,-97.79,NA,NA
"1709","K3T5","La Grange","TX","C","y",29.91,-96.95,324.803,NA
"1710","K6R3","Liberty County","TX","C","Y",30.214,-95.005,150,NA
"1711","K6R6","Dryden Terrell County Airport","TX","C","y",30.422,-102.278,2319.55,NA
"1712","KABI","Abilene Regional Airport","TX","C","y",32.43,-99.68,1790.03,"Abilene"
"1713","KACT","Waco Regional Airport","TX","C","y",31.62,-97.22,577.1,"Waco"
"1714","KADS","Dallas / Addison Airport","TX","C","y",32.98,-96.83,643.045,NA
"1715","KAFW","Fort Worth Alliance Airport","TX","C","y",32.98,-97.32,741.47,NA
"1716","KALI","Alice International Airport","TX","C","y",27.74,-98.04,172.9,NA
"1717","KAMA","Rick Husband Amarillo Intl Airport","TX","C","y",35.23,-101.7,3585.96,"Amarillo"
"1718","KAPY","Zapata County Airport","TX","C","Y",26.9688,-99.2489,422,NA
"1719","KAQO","Llano Municipal Airport","TX","C","y",30.7837,-98.662,1102,NA
"1720","KARM","Wharton Regional Airport","TX","C","y",29.25,-96.117,101.706,NA
"1721","KASL","Marshall, TX","TX","C","y",32.52,-94.31,357,NA
"1722","KATT","Camp Mabry / Austin City","TX","C","y",30.32,-97.77,621.063,NA
"1723","KAUS","Austin-Bergstrom International Airport","TX","C","y",30.2,-97.68,662.73,"Austin"
"1724","KBAZ","New Braunfels Municipal Airport","TX","C","y",29.709,-98.045,646.325,NA
"1725","KBBD","Curtis Field Airport","TX","C","y",31.183,-99.317,1827.43,NA
"1726","KBEA","Beeville Municipal Airport","TX","C","y",28.3619,-97.791,268,NA
"1727","KBGD","Borger, Hutchinson County Airport","TX","C","y",35.71,-101.4,3054.46,NA
"1728","KBKD","Stephens County Airport","TX","C","y",32.719,-98.891,1284,NA
"1729","KBKS","Brooks County Airport","TX","C","y",27.207,-98.121,111.549,NA
"1730","KBMQ","Burnet Municipal Craddock Field","TX","C","y",30.74,-98.23,1282.81,NA
"1731","KBPC","Mesa Vista Ranch Airport","TX","C","Y",35.8893,-101.03,2772,NA
"1732","KBPG","Big Spring","TX","C","y",32.213,-101.522,2572.18,NA
"1733","KBPT","Beaumont/Port Arthur, SE Texas Regional Airport","TX","C","y",29.95,-94.02,16.076,"Beaumont"
"1734","KBRO","Brownsville / South Padre Island Intl Airport","TX","C","y",25.9,-97.43,19.029,"Brownsville"
"1735","KBWD","Brownwood","TX","C","y",31.8,-98.95,1384.51,NA
"1736","KBYY","Bay City","TX","C","y",28.973,-95.863,45.932,NA
"1737","KCDS","Childress Municipal Airport","TX","C","y",34.44,-100.28,1951.11,NA
"1738","KCLL","College Station, Easterwood Field","TX","C","y",30.58,-96.37,313.976,"College Station"
"1739","KCOM","Coleman Municipal Airport","TX","C","y",31.8411,-99.4036,1697,NA
"1740","KCOT","Cotulla-La Salle County Airport","TX","C","y",28.45,-99.22,462.927,NA
"1741","KCPT","Cleburne Municipal Airport","TX","C","y",32.35,-97.433,853.018,NA
"1742","KCRP","Corpus Christi International Airport","TX","C","y",27.77,-97.5,43.963,"Corpus Christi"
"1743","KCRS","Campbell Field-Corsicana Municipal Airport","TX","C","y",32.03,-96.4,446.194,NA
"1744","KCWC","Kickapoo Downtown Airport","TX","C","y",33.858,-98.49,998,NA
"1745","KCXO","Conroe, Montgomery County Airport","TX","C","y",30.36,-95.41,252.625,NA
"1746","KDAL","Dallas Love Field","TX","C","y",32.86,-96.85,439.961,"Dallas"
"1747","KDFW","Dallas / Fort Worth International Airport","TX","C","y",32.91,-97.03,560.039,"Dallas"
"1748","KDHT","Dalhart Municipal Airport","TX","C","y",36.03,-102.55,3990.16,NA
"1749","KDLF","Laughlin Air Force Base Auxiliary Airfield","TX","C","y",29.367,-100.783,1073.16,NA
"1750","KDRT","Del Rio International Airport","TX","C","y",29.38,-100.92,999.016,NA
"1751","KDTO","Denton Municipal Airport","TX","C","y",33.2,-97.18,646.325,NA
"1752","KDUX","Moore County Airport","TX","C","y",35.85,-102.017,3704.07,NA
"1753","KDWH","Houston, Hooks Memorial Airport","TX","C","y",30.07,-95.55,150.919,NA
"1754","KDYS","Abilene, Dyess Air Force Base","TX","C","y",32.417,-99.85,1791.01,NA
"1755","KE11","Andrews County Airport","TX","C","y",32.3311,-102.53,3174,NA
"1756","KE38","Casparis Municipal Airport","TX","C","y",30.384,-103.684,4514.44,NA
"1757","KEBG","Edinburg Intl Airport","TX","C","y",26.442,-98.129,78.74,NA
"1758","KECU","Edwards County Airport","TX","C","y",29.95,-100.167,2372.05,NA
"1759","KEDC","Austin Executive Airport","TX","C","y",30.3975,-97.5664,620,NA
"1760","KEFD","Houston / Ellington","TX","C","y",29.62,-95.17,39.042,NA
"1761","KELP","El Paso International Airport","TX","M","y",31.8,-106.4,3917,"El Paso"
"1762","KERV","Kerrville","TX","C","y",29.98,-99.08,1617.45,NA
"1763","KF05","Vernon","TX","C","y",34.226,-99.284,1266.4,NA
"1764","KF39","Sherman-Denison","TX","C","y",33.717,-96.667,748.031,NA
"1765","KFST","Fort Stockton-Pecos County Airport","TX","C","y",30.91,-102.91,3087.27,NA
"1766","KFTW","Fort Worth, Meacham International Airport","TX","C","y",32.83,-97.35,687.008,NA
"1767","KFWS","Fort Worth Spinks Airport","TX","C","y",32.51,-97.3,764.436,NA
"1768","KGDJ","Granbury Municipal Airport","TX","C","y",32.444,-97.817,777.559,NA
"1769","KGDP","Pine Springs, Guadalupe Mountains National Park","TX","C","y",31.83,-104.8,5456.04,NA
"1770","KGGG","East Texas Regional Airport","TX","C","y",32.38,-94.71,406.824,"Longview"
"1771","KGKY","Arlington Municipal Airport","TX","C","y",32.664,-97.096,629.921,NA
"1772","KGLE","Gainesville Municipal Airport","TX","C","y",33.652,-97.2,839.895,NA
"1773","KGLS","Galveston, Scholes Field","TX","C","y",29.27,-94.87,6,NA
"1774","KGNC","Gaines County Airport","TX","C","y",32.667,-102.65,3313.65,NA
"1775","KGOP","Gatesville","TX","C","y",31.417,-97.783,905.512,NA
"1776","KGPM","Grand Prairie Municipal Airport","TX","C","y",32.699,-97.047,590.551,NA
"1777","KGRK","Killeen - Robert Gray International Airport","TX","C","y",31.067,-97.833,1023.95,"Killeen"
"1778","KGTU","Georgetown Automatic Weather Observing / Reporting","TX","C","y",30.69,-97.69,787.402,NA
"1779","KGVT","Greenville / Majors","TX","C","y",33.08,-96.07,534.777,NA
"1780","KGYB","Giddings-Lee County Airport","TX","C","y",30.1693,-96.98,485,NA
"1781","KGYI","North Texas Regional Airport","TX","C","y",33.73,-96.67,748.031,NA
"1782","KHBV","Jim Hogg County Airport","TX","C","y",27.333,-98.733,662.73,NA
"1783","KHDO","Hondo Municipal Airport","TX","C","y",29.36,-99.16,919.948,NA
"1784","KHHF","Hemphill County Airport","TX","C","y",35.895,-100.404,2395.01,NA
"1785","KHLR","Fort Hood","TX","C","y",31.15,-97.717,918.963,NA
"1786","KHOU","Houston Hobby Airport","TX","C","y",29.65,-95.28,84.974,"Houston"
"1787","KHQZ","Mesquite Metro Airport","TX","C","y",32.747,-96.53,446.194,NA
"1788","KHRL","Harlingen, Rio Grande Valley International Airport","TX","C","y",26.23,-97.67,34.121,"Harlingen"
"1789","KHRX","Hereford Municipal Airport","TX","C","y",34.86,-102.33,3785,NA
"1790","KHYI","San Marcos Municipal Airport","TX","C","y",29.9,-97.87,597.113,NA
"1791","KIAH","Houston Intercontinental Airport","TX","C","y",29.97,-95.35,95.144,"Houston"
"1792","KILE","Killeen - Skylark Field","TX","C","y",31.09,-97.69,846.457,NA
"1793","KINJ","Hillsboro Municipal Airport","TX","C","y",32.083,-97.097,685.696,NA
"1794","KINK","Winkler County Airport","TX","C","y",31.79,-103.2,2807.09,NA
"1795","KJAS","Jasper","TX","C","y",30.89,-94.03,213.255,NA
"1796","KJCT","Junction, Kimble County Airport","TX","C","y",30.5,-99.77,1709.97,NA
"1797","KJDD","Wood County Airport","TX","C","y",32.742,-95.496,434,NA
"1798","KJSO","Cherokee County Airport","TX","C","y",31.869,-95.217,675.853,NA
"1799","KJWY","Midlothian-Waxahachie Midway Airport","TX","C","y",32.456,-96.912,711.942,NA
"1800","KJXI","Fox Stephens Field - Gilmer Municipal Airport","TX","C","y",32.699,-94.948,415,NA
"1801","KLBB","Lubbock International Airport","TX","C","y",33.66,-101.82,3214.9,"Lubbock"
"1802","KLBR","Clarksville","TX","C","y",33.593,-95.064,439.633,NA
"1803","KLBX","Angleton / Lake Jackson, Brazoria County Airport","TX","C","y",29.12,-95.47,26.247,NA
"1804","KLFK","Lufkin, Angelina County Airport","TX","C","y",31.23,-94.75,280.84,NA
"1805","KLHB","Hearne Municipal Airport","TX","C","y",30.872,-96.622,285.433,NA
"1806","KLNC","Lancaster Airport","TX","C","y",32.579,-96.719,501.969,NA
"1807","KLRD","Laredo International Airport","TX","C","y",27.54,-99.47,508.53,"Laredo"
"1808","KLUD","Decatur Municipal Airport","TX","C","y",33.255,-97.581,1046.59,NA
"1809","KLVJ","Pearland Regional Airport","TX","C","y",29.519,-95.242,42.651,NA
"1810","KLZZ","Lampasas Airport","TX","C","y",31.1062,-98.1959,1215,NA
"1811","KMAF","Midland International Airport","TX","C","y",31.95,-102.18,2861.88,"Midland / Odessa"
"1812","KMDD","Midland Airpark","TX","C","y",32.033,-102.1,2801.84,NA
"1813","KMFE","McAllen, Miller International Airport","TX","C","y",26.18,-98.24,100.066,"McAllen"
"1814","KMKN","Comanche County Airport","TX","C","y",31.917,-98.6,1387.8,NA
"1815","KMNZ","Hamilton Municipal Airport","TX","C","y",31.6659,-98.1486,1299,NA
"1816","KMRF","Marfa","TX","C","y",30.38,-104.02,4833,NA
"1817","KMWL","Mineral Wells Airport","TX","C","y",32.79,-98.07,930.118,NA
"1818","KNFW","Fort Worth, Naval Air Station","TX","C","y",32.767,-97.45,607.94,NA
"1819","KNGP","Corpus Christi, Naval Air Station","TX","C","y",27.683,-97.283,20.013,NA
"1820","KNQI","Kingsville, Naval Air Station","TX","C","y",27.5,-97.817,56.102,NA
"1821","KOCH","Nacogdoches Automatic Weather Observing/Reporting","TX","C","y",31.57,-94.7,354.331,NA
"1822","KODO","Odessa-Schlemeyer Field","TX","C","y",31.921,-102.392,2959.32,NA
"1823","KORG","Orange County Airport","TX","C","y",30.067,-93.8,13.123,NA
"1824","KOSA","Mount Pleasant","TX","C","y",33.096,-94.962,364.173,NA
"1825","KOZA","Ozona Municipal Airport","TX","C","Y",30.7353,-101.203,2381,NA
"1826","KPEQ","Pecos Municipal Airport","TX","C","y",31.383,-103.5,2611.55,NA
"1827","KPEZ","Pleasanton Municipal Airport","TX","C","y",28.95,-98.52,430,NA
"1828","KPIL","Port Isabel-Cameron County Airport","TX","C","y",26.159,-97.338,19.029,NA
"1829","KPKV","Calhoun County Airport","TX","C","y",28.65,-96.667,29.528,NA
"1830","KPPA","Perry Lefors Field","TX","C","y",35.613,-100.996,3244.75,NA
"1831","KPRX","Paris / Cox Field","TX","C","y",33.64,-95.45,561.024,NA
"1832","KPSN","Palestine Municipal Airport","TX","C","y",31.78,-95.706,423.228,NA
"1833","KPSX","Palacios Municipal Airport","TX","C","y",28.72,-96.25,16.076,NA
"1834","KPVW","Hale County Airport","TX","C","y",34.168,-101.717,3372.7,NA
"1835","KPWG","Mc Gregor Automatic Weather Observing / Reporting","TX","C","y",31.49,-97.32,590.551,NA
"1836","KPYX","Perryton","TX","C","y",36.414,-100.75,2919.95,NA
"1837","KRAS","Mustang Beach Airport","TX","C","y",27.817,-97.083,6.562,NA
"1838","KRBD","Dallas Executive Airport","TX","C","y",32.69,-96.87,659.449,NA
"1839","KRBO","Nueces County Airport","TX","C","y",27.779,-97.691,78.74,NA
"1840","KRFI","Rusk County Airport","TX","C","y",32.1417,-94.8517,442,NA
"1841","KRKP","Rockport, Aransas County Airport","TX","C","y",28.09,-97.05,26.247,NA
"1842","KRND","Randolph Air Force Base","TX","C","y",29.533,-98.283,754.921,NA
"1843","KRPE","Sabine Pass","TX","C","y",29.7,-93.95,9.843,NA
"1844","KRPH","Graham Municipal Airport","TX","C","y",33.11,-98.555,1122.05,NA
"1845","KRWV","Caldwell Municipal Airport","TX","C","y",30.517,-96.7,1279.53,NA
"1846","KSAT","San Antonio International Airport","TX","C","y",29.54,-98.47,809.055,"San Antonio"
"1847","KSEP","Stephenville / Clark Field Municipal Airport","TX","C","y",32.215,-98.178,1308.07,NA
"1848","KSGR","Houston, Sugar Land Municipal / Hull Field Airport","TX","C","y",29.62,-95.65,82.021,NA
"1849","KSJT","San Angelo, Mathis Field","TX","C","y",31.37,-100.5,1916.01,"San Angelo"
"1850","KSKF","Port San Antonio","TX","C","y",29.383,-98.583,682.087,NA
"1851","KSLR","Sulphur Springs Municipal Airport","TX","C","y",33.167,-95.617,488.845,NA
"1852","KSNK","Winston Field Airport","TX","C","y",32.693,-100.95,2431.1,NA
"1853","KSOA","Sonora Municipal Airport","TX","C","y",30.583,-100.65,2139.11,NA
"1854","KSPL","South Padre Island Heliport","TX","C","y",26.0706,-97.1572,10,NA
"1855","KSPS","Wichita Falls, Sheppard Air Force Base","TX","C","y",33.98,-98.48,1026.9,"Wichita Falls"
"1856","KSSF","San Antonio, Stinson Municipal Airport","TX","C","y",29.33,-98.47,577.428,NA
"1857","KSWW","Sweetwater","TX","C","y",32.47,-100.47,2385.17,NA
"1858","KT43","T P McCampbell Airport","TX","C","y",27.91,-97.21,NA,NA
"1859","KT47","Kickapoo Downtown Airport","TX","C","y",33.858,-98.49,998,NA
"1860","KT65","Weslaco","TX","C","y",26.167,-97.967,68.898,NA
"1861","KT82","Fredericksburg","TX","C","y",30.244,-98.91,1696.19,NA
"1862","KTFP","T P McCampbell Airport","TX","C","y",27.91,-97.21,NA,NA
"1863","KTKI","Collin County Regional Airport","TX","C","y",33.18,-96.59,577.428,NA
"1864","KTPL","Temple / Miller Automatic Weather Observing/Report","TX","C","y",31.15,-97.42,698.819,NA
"1865","KTRL","Terrell Municipal Airport","TX","C","y",32.71,-96.27,472.441,NA
"1866","KTYR","Tyler Pounds Field","TX","C","y",32.35,-95.4,533.136,"Tyler"
